ocid,tender/id,tender/title,buyer/name,tenderclassification/description,tender/procurementMethod,amount,num_tenderers,duration_days,flag_single_bidder,flag_zero_bidders,flag_short_window,flag_non_open,flag_high_value,flag_buyer_concentration,flag_round_amount,ml_anomaly_flag,anomaly_score,risk_score,risk_tier,risk_explanation
ocds-kjhdrl-2016_HFWD_1187_1,2016_HFWD_1187_1,Thulium YAG Laser 150 watts,Health and Family Welfare Department,Medical Equipments/Waste,Open Tender,10000000.0,2,365,0,0,0,0,0,1,1,0,0.32998818537137464,16.54,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_GHC_1243_1,2016_GHC_1243_1,"Supply, Installation and maintenance of approximately 134 nos. of Digital Photocopier machines with ARDF facility in various Court complexes of Assam",Gauhati High Court - Guwahati,Electronics Equipment,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_MMD_3754_1,2017_MMD_3754_1,Notice inviting quotation for hand auger and dry washer,Mines  and Minerals Department,Machineries,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_AP_1351_1,2016_AP_1351_1,Supply of DSMD to Assam Police,Assam Police,Miscellaneous Goods,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_GHC_1132_1,2016_GHC_1132_1,"SCANNING/DIGITIZING THE CASE RECORDS OF THE DISTRICT COURTS OF ASSAM CONSISTING OF APPROX. 24,00,00,000 PAGES ON TURNKEY BASIS",Gauhati High Court - Guwahati,Information Technology,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_AP_1389_1,2016_AP_1389_1,Supply of Handheld GPS Device to Assam Police,Assam Police,Electronics Equipment,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_AP_1362_1,2016_AP_1362_1,Supply of DSMD to Assam Police,Assam Police,Miscellaneous Goods,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.07147923000432321,16.53,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1586_3,2017_BTC_1586_3,TN_No_103/3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,3999983.0,0,180,0,1,0,0,0,0,0,0,0.07072024266789934,16.52,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWD_1869_6,2017_PWD_1869_6,Cachar/RIDF-XXII/01,Public Works Roads Department,Civil Works,Open Tender,14508000.0,0,180,0,1,0,0,0,0,0,0,0.0687394383279768,16.49,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_8,2017_BTC_1659_8,BTC/AOP/2016-17/65,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4474883.0,0,180,0,1,0,0,0,0,0,0,0.06403090650753462,16.42,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_HFWD_1242_1,2016_HFWD_1242_1,SUPPLY AND INSTALLATION OF ECHOCARDIOGRAPHY MACHINE AND TMT MACHINE for GMCH.,Health and Family Welfare Department,Medical Equipments/Waste,Open Tender,11000000.0,3,365,0,0,0,0,0,1,1,0,0.32137821194686866,16.41,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_BTC_1586_8,2017_BTC_1586_8,TN_No_103/8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4967975.0,0,180,0,1,0,0,0,0,0,0,0.06379503600376901,16.41,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_HFWD_1595_1,2017_HFWD_1595_1,supply and installation of echocardiography machine and TMT machine,Health and Family Welfare Department,Medical Equipments/Waste,Open Tender,10000000.0,3,365,0,0,0,0,0,1,1,0,0.3203135130338761,16.4,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_BTC_1733_3,2017_BTC_1733_3,TN_136_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5025937.0,0,180,0,1,0,0,0,0,0,0,0.06290204874772565,16.4,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1652_4,2017_BTC_1652_4,BTC/AOP/2016-17/36,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5039060.0,0,180,0,1,0,0,0,0,0,0,0.06312198862556151,16.4,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_7,2017_BTC_1659_7,BTC/AOP/2016-17/64,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5628488.0,0,180,0,1,0,0,0,0,0,0,0.06306514338202007,16.4,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_HFWD_1587_1,2017_HFWD_1587_1,SUPPLY AND INSTALLATION OFTHULIUM YAG LASER FOR DEPARTMENT OF UROLOGY GMCH.,Health and Family Welfare Department,Medical Equipments/Waste,Open Tender,10000000.0,3,365,0,0,0,0,0,1,1,0,0.3203135130338761,16.4,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_FD_2875_1,2017_FD_2875_1,"Development of Motilung Fish Seed Farm, Goalpara under RIDF-XXI for 2016-17",Department of Fisheries,Civil Works,Open Tender,4620360.0,0,180,0,1,0,0,0,0,0,0,0.06298673093232077,16.4,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1586_7,2017_BTC_1586_7,TN_No_103/7,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5665980.0,0,180,0,1,0,0,0,0,0,0,0.06232770329438808,16.39,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1578_1,2017_PWBNH_1578_1,Solid Bio Medical waste disposal system for Cancer Hospital at GMCH Guwahati 32_Design Supply installation and commissioning of 60 KLD 1 No and 5 KLD 1 No. Sewage Treatment Plant STP for Cancer Hospital at GMCH Assam in LSTK basis,Public Works Building and NH Department,Civil Works - Bridges,Open Tender,5607020.0,5,180,0,0,0,0,1,1,0,0,0.06154668541987918,16.38,🟢 Low,Contract value above 95th percentile for this category; This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_BTC_2338_1,2017_BTC_2338_1,TN_190_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5479662.0,0,180,0,1,0,0,0,0,0,0,0.06124463101384292,16.37,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_2338_2,2017_BTC_2338_2,TN_190_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5353646.0,0,180,0,1,0,0,0,0,0,0,0.061263212191009386,16.37,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_9,2017_BTC_1659_9,BTC/AOP/2016-17/66,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10805998.0,0,180,0,1,0,0,0,0,0,0,0.05754225567587945,16.32,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_FD_2888_1,2017_FD_2888_1,"Development of Motilung Fish Seed Farm, Goalpara under RIDF-XXI for 2016-17",Department of Fisheries,Civil Works,Open Tender,11133365.0,0,180,0,1,0,0,0,0,0,0,0.05780227053772735,16.32,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_BTC_1056_1,2016_BTC_1056_1,Construction of new PHC with residential accommodation for staffs at Sri Rampur in Kokrajhar District under National Health Mission Assam for the year 2012-13.,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10834547.0,0,180,0,1,0,0,0,0,0,0,0.05754225567587945,16.32,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1727_15,2017_BTC_1727_15,BTC/AOP/2016-17/96,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5787300.0,0,180,0,1,0,0,0,0,0,0,0.05757790079231495,16.32,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1651_7,2017_BTC_1651_7,TN_No_114_7,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5759412.0,0,180,0,1,0,0,0,0,0,0,0.056631955590351724,16.3,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_4107_1,2017_BTC_4107_1,TN_325_01,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10520464.0,0,180,0,1,0,0,0,0,0,0,0.05543800212811478,16.29,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PHED_1638_1,2017_PHED_1638_1,EOI for implementation of solar operated community water treatment system for removal of chemical specifically Flouride and bacterial contamination for drinking water application in differenet affected habitations in Assam,Public Health Engineering Department,Civil Works - Water Works,Open Tender,40500000.0,9,60,0,0,0,0,0,1,1,0,0.3115799621971068,16.26,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_BTC_1651_8,2017_BTC_1651_8,TN_No_114_8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9629150.0,0,180,0,1,0,0,0,0,0,0,0.05229546624466397,16.24,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_SSA_1003_1,2016_SSA_1003_1,Supply of Stationery,Axom Sarba Siksha Abhijan Mission,Stationery,Open Tender,1500000.0,4,60,0,0,0,0,0,1,1,0,0.3102352766512173,16.24,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_BTC_1604_13,2017_BTC_1604_13,TN-105/13,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9649340.0,0,180,0,1,0,0,0,0,0,0,0.05229546624466397,16.24,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_20,2017_BTC_1733_20,TN_136_20,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9938999.0,0,180,0,1,0,0,0,0,0,0,0.050983278332250914,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_18,2017_BTC_1733_18,TN_136_18,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9982135.0,0,180,0,1,0,0,0,0,0,0,0.05083943030237803,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_21,2017_BTC_1733_21,TN_136_21,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9998348.0,0,180,0,1,0,0,0,0,0,0,0.05083943030237803,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_12,2017_BTC_1659_12,BTC/AOP/2016-17/69,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9499963.0,0,180,0,1,0,0,0,0,0,0,0.05105943681059988,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1573_4,2017_BTC_1573_4,TN-98/4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9927295.0,0,180,0,1,0,0,0,0,0,0,0.050983278332250914,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_2338_5,2017_BTC_2338_5,TN_190_5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6054357.0,0,180,0,1,0,0,0,0,0,0,0.051281737574322084,16.22,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DoWR_1463_1,2016_DoWR_1463_1,Mikirgaonpk1,Department of Water Resources,Civil Works,Open Tender,6466098.0,0,180,0,1,0,0,0,0,0,0,0.05058954715703812,16.21,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_19,2017_BTC_1733_19,TN_136_19,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9823475.0,0,180,0,1,0,0,0,0,0,0,0.05040400299576997,16.21,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1727_3,2017_BTC_1727_3,BTC/AOP/2016-17/84,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9223455.0,0,180,0,1,0,0,0,0,0,0,0.04863530133109972,16.18,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1651_6,2017_BTC_1651_6,TN_No_114_6,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7176753.0,0,180,0,1,0,0,0,0,0,0,0.048349506481383586,16.18,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_4,2017_BTC_1659_4,BTC/AOP/2016-17/61,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6729912.0,0,180,0,1,0,0,0,0,0,0,0.04741471624524762,16.17,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_5,2017_BTC_1659_5,BTC/AOP/2016-17/62,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8999999.0,0,180,0,1,0,0,0,0,0,0,0.04693125721751179,16.16,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1591_12,2017_BTC_1591_12,TN-102/12,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7568620.0,0,180,0,1,0,0,0,0,0,0,0.04708200446019517,16.16,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_2338_16,2017_BTC_2338_16,TN_190_16,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8993218.0,0,180,0,1,0,0,0,0,0,0,0.04693125721751179,16.16,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DoWR_1436_1,2016_DoWR_1436_1,Sullungpk3,Department of Water Resources,Civil Works,Open Tender,7951296.0,0,180,0,1,0,0,0,0,0,0,0.04716675339804144,16.16,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1591_13,2017_BTC_1591_13,TN-102/13,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7461598.0,0,180,0,1,0,0,0,0,0,0,0.04670106588543843,16.16,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_3113_2,2017_BTC_3113_2,TN_267_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8877796.0,0,180,0,1,0,0,0,0,0,0,0.04626604545876445,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_3607_1,2017_DoWR_3607_1,Channelization of river Brahmaputra,Department of Water Resources,Civil Works,Open Tender,7224645.0,0,180,0,1,0,0,0,0,0,0,0.046283695635000344,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_2338_3,2017_BTC_2338_3,TN_190_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7294717.0,0,180,0,1,0,0,0,0,0,0,0.04664796387949055,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1586_4,2017_BTC_1586_4,TN_No_103/4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6496407.0,0,180,0,1,0,0,0,0,0,0,0.046576853349395986,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1573_9,2017_BTC_1573_9,TN-98/9,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8979813.0,0,180,0,1,0,0,0,0,0,0,0.04647400270390989,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1651_13,2017_BTC_1651_13,TN_No_114_13,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6539323.0,0,180,0,1,0,0,0,0,0,0,0.046576853349395986,16.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_2338_4,2017_BTC_2338_4,TN_190_4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7912813.0,0,180,0,1,0,0,0,0,0,0,0.0458478704822568,16.14,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1604_21,2017_BTC_1604_21,TN-105/21,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7893101.0,0,180,0,1,0,0,0,0,0,0,0.0458478704822568,16.14,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_7,2017_BTC_1733_7,TN_136_7,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6945650.0,0,180,0,1,0,0,0,0,0,0,0.04496520143938609,16.13,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1586_1,2017_BTC_1586_1,TN_No_103/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6999555.0,0,180,0,1,0,0,0,0,0,0,0.04496520143938609,16.13,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1604_17,2017_BTC_1604_17,TN-105/17,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6987868.0,0,180,0,1,0,0,0,0,0,0,0.04496520143938609,16.13,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_3729_1,2017_BTC_3729_1,TN_297_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7999689.0,0,180,0,1,0,0,0,0,0,0,0.04432831025974815,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1652_5,2017_BTC_1652_5,BTC/AOP/2016-17/37,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8039073.0,0,180,0,1,0,0,0,0,0,0,0.04432831025974815,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1733_2,2017_BTC_1733_2,TN_136_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7969648.0,0,180,0,1,0,0,0,0,0,0,0.04463714070505709,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1591_14,2017_BTC_1591_14,TN-102/14,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7714836.0,0,180,0,1,0,0,0,0,0,0,0.04415311293940383,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_3751_5,2017_BTC_3751_5,TN_277_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8049999.0,0,180,0,1,0,0,0,0,0,0,0.04432831025974815,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1586_2,2017_BTC_1586_2,TN_No_103/2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7998920.0,0,180,0,1,0,0,0,0,0,0,0.04432831025974815,16.12,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_3751_6,2017_BTC_3751_6,TN_277_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8469999.0,0,180,0,1,0,0,0,0,0,0,0.042944921755259435,16.1,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1604_22,2017_BTC_1604_22,TN-105/22,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8107507.0,0,180,0,1,0,0,0,0,0,0,0.04318674819527535,16.1,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_13,2017_BTC_1659_13,BTC/AOP/2016-17/70,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8580000.0,0,180,0,1,0,0,0,0,0,0,0.04330655365750791,16.1,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1573_8,2017_BTC_1573_8,TN-98/8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8449657.0,0,180,0,1,0,0,0,0,0,0,0.04204544806140298,16.09,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1659_10,2017_BTC_1659_10,BTC/AOP/2016-17/67,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8194917.0,0,180,0,1,0,0,0,0,0,0,0.04229123981659344,16.09,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_NHM_1087_1,2016_NHM_1087_1,e-TENDER FOR SUPPLY OF DRUGS,National Health Mission,Medicines,Open Tender,16400000.0,12,90,0,0,0,0,0,1,1,0,0.27104095240008585,15.66,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_NHM_1142_1,2016_NHM_1142_1,e-TENDER FOR SUPPLY OF DRUGS,National Health Mission,Medicines,Open Tender,50600000.0,7,90,0,0,0,0,0,1,1,0,0.2302166204454964,15.04,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_BTC_1315_5,2016_BTC_1315_5,BTC/SA(15-16)/RD-1294,Bodoland Territorial Council-PWD,Civil Works,Open Tender,50000000.0,3,180,0,0,0,0,1,0,1,0,0.2302093070900909,15.04,🟢 Low,Contract value above 95th percentile for this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_NHM_1987_1,2017_NHM_1987_1,TENDER FOR HIRING PRIVATE SECURITY SERVICE,National Health Mission,Security System,Open Tender,3000000.0,6,90,0,0,0,0,0,1,1,0,0.22552045668925302,14.97,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_SSA_976_1,2016_SSA_976_1,E-Tender for Messenger Service and Maintenance of Office,Axom Sarba Siksha Abhijan Mission,Housekeeping/ Cleaning,Open Tender,2000000.0,2,90,0,0,0,0,0,1,1,0,0.21257187523472676,14.78,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_SSA_1223_1,2016_SSA_1223_1,SUPPLY OF SCHOOL BAGS FOR MADRASSA,Axom Sarba Siksha Abhijan Mission,Sports Goods/Equipments,Open Tender,18000000.0,9,90,0,0,0,0,1,0,1,0,0.21126155088298892,14.76,🟢 Low,Contract value above 95th percentile for this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_SSA_1224_1,2016_SSA_1224_1,SUPPLY OF SCHOOL BAGS FOR NRSTC FRESH and SEASONAL HOSTEL,Axom Sarba Siksha Abhijan Mission,Stationery,Open Tender,17000000.0,9,90,0,0,0,0,0,1,1,0,0.20707375741487966,14.7,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_PHED_943_1,2016_PHED_943_1,IMPLEMENTATION OF 52_FIFTY TWO_NOS SOLAR POWER BASED MINI PIPED WATER SUPPLY SCHEMES FOR TACKLING JAPANESE ENCEPHALITIS AND ACUTE ENCEPHALITIS SYNDROME IN AFFECTED AREAS UNDER NRDWP FOR THE YEAR 2014_15 IN LAKIMPUR PHE CIRCLE LAKHIMPUR ASSAM,Public Health Engineering Department,Civil Works - Water Works,Open Tender,18200000.0,3,60,0,0,0,0,0,1,1,0,0.19587944409601132,14.53,🟢 Low,This buyer dominates >70% of contracts in this category; Contract amount is suspiciously round (possible fixed pricing)
